#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
zf-RING_5            PF14634.5     44 g11960.t1            -            981   4.5e-05   23.2  10.6   1   1   9.1e-08   9.5e-05   22.2  10.6     2    43   927   966   926   967 0.87 zinc-RING finger domain
Prok-RING_4          PF14447.5     46 g11960.t1            -            981   0.00012   21.8   9.4   1   1     2e-07   0.00021   21.0   9.4     1    42   927   971   927   975 0.86 Prokaryotic RING finger family 4
zf-RING_UBOX         PF13445.5     38 g11960.t1            -            981    0.0032   17.3   5.5   1   1     9e-06    0.0094   15.9   5.5     4    38   930   963   924   963 0.79 RING-type zinc-finger
zf-rbx1              PF12678.6     55 g11960.t1            -            981    0.0071   16.5   6.3   1   1   1.6e-05     0.016   15.3   6.3    13    54   926   965   917   966 0.83 RING-H2 zinc finger domain
zf-RING_6            PF14835.5     65 g11960.t1            -            981    0.0086   15.8   3.9   1   1   1.7e-05     0.017   14.9   3.9     5    46   922   965   918   974 0.79 zf-RING of BARD1-type protein
zf-RING_2            PF13639.5     44 g11960.t1            -            981    0.0092   16.2   9.8   1   1   1.7e-05     0.017   15.3   9.8     3    43   927   965   925   966 0.67 Ring finger domain
GIT_CC               PF16559.4     66 g11960.t1            -            981     0.067   13.1   0.2   1   6       2.8   2.9e+03   -1.7   0.7    40    58   176   194   172   202 0.80 GIT coiled-coil Rho guanine nucleotide exchange factor
GIT_CC               PF16559.4     66 g11960.t1            -            981     0.067   13.1   0.2   2   6      0.32   3.3e+02    1.3   0.2    29    64   421   456   404   458 0.79 GIT coiled-coil Rho guanine nucleotide exchange factor
GIT_CC               PF16559.4     66 g11960.t1            -            981     0.067   13.1   0.2   3   6   6.4e-05     0.067   13.1   0.2    33    59   487   513   482   518 0.88 GIT coiled-coil Rho guanine nucleotide exchange factor
GIT_CC               PF16559.4     66 g11960.t1            -            981     0.067   13.1   0.2   4   6     0.035        37    4.4   2.9    17    59   639   688   617   695 0.72 GIT coiled-coil Rho guanine nucleotide exchange factor
GIT_CC               PF16559.4     66 g11960.t1            -            981     0.067   13.1   0.2   5   6       2.8   2.9e+03   -1.7   0.7    32    47   744   759   720   768 0.67 GIT coiled-coil Rho guanine nucleotide exchange factor
GIT_CC               PF16559.4     66 g11960.t1            -            981     0.067   13.1   0.2   6   6       2.1   2.2e+03   -1.3   0.1    55    65   886   896   883   902 0.74 GIT coiled-coil Rho guanine nucleotide exchange factor
zf-C3HC4_4           PF15227.5     42 g11960.t1            -            981       0.6   10.2   8.5   1   1    0.0015       1.6    8.9   8.5     1    42   927   965   927   965 0.83 zinc finger of C3HC4-type, RING
zf-C3HC4_5           PF17121.4     51 g11960.t1            -            981      0.82    9.5   4.8   1   1    0.0018       1.8    8.4   4.8    23    47   940   964   923   967 0.84 Zinc finger, C3HC4 type (RING finger)
DUF5065              PF16723.4    152 g11960.t1            -            981       1.2    9.0   5.1   1   2       3.8     4e+03   -2.4   0.2    30    69   387   428   381   494 0.60 Domain of unknown function (DUF5065)
DUF5065              PF16723.4    152 g11960.t1            -            981       1.2    9.0   5.1   2   2   0.00052      0.54   10.2   0.9    51   107   743   797   722   808 0.84 Domain of unknown function (DUF5065)
Ribosomal_L37e       PF01907.18    54 g11960.t1            -            981       2.6    8.2   5.4   1   1    0.0057       5.9    7.0   5.4    15    38   943   966   939   977 0.89 Ribosomal protein L37e
zf-RING_4            PF14570.5     48 g11960.t1            -            981       3.9    7.2   6.6   1   1    0.0097        10    5.9   6.6    16    44   938   966   925   970 0.81 RING/Ubox like zinc-binding domain
DZR                  PF12773.6     49 g11960.t1            -            981       4.4    7.3   6.4   1   1    0.0099        10    6.1   6.4    15    48   927   965   918   973 0.59 Double zinc ribbon
CBM_14               PF01607.23    53 g12388.t1            -            165   1.5e-06   28.2   5.8   1   1   1.4e-10   2.4e-06   27.5   5.8     4    53    81   131    77   131 0.92 Chitin binding Peritrophin-A domain
MARVEL               PF01284.22   144 g12510.t1            -            513   9.5e-06   25.6   5.5   1   3   5.7e-10   9.5e-06   25.6   5.5     5   143   148   294   144   295 0.86 Membrane-associating domain
MARVEL               PF01284.22   144 g12510.t1            -            513   9.5e-06   25.6   5.5   2   3     0.027   4.6e+02    0.7  10.1    17    98   323   410   321   422 0.74 Membrane-associating domain
MARVEL               PF01284.22   144 g12510.t1            -            513   9.5e-06   25.6   5.5   3   3      0.11   1.9e+03   -1.3   0.1    83   102   487   506   471   509 0.66 Membrane-associating domain
CBM_14               PF01607.23    53 g12562.t1            -            200   4.4e-11   42.7   4.2   1   1   4.1e-15   6.9e-11   42.1   4.2     4    53    73   123    69   123 0.95 Chitin binding Peritrophin-A domain
CBM_14               PF01607.23    53 g1285.t1             -            193   7.8e-10   38.7   5.0   1   1   7.7e-14   1.3e-09   38.0   5.0     4    53    81   133    77   133 0.94 Chitin binding Peritrophin-A domain
CBM_14               PF01607.23    53 g15153.t1            -            177   6.1e-11   42.2   5.0   1   1     6e-15     1e-10   41.5   5.0     4    53    73   123    69   123 0.95 Chitin binding Peritrophin-A domain
Vps51                PF08700.10    87 g15484.t1            -            903   3.5e-25   87.8   5.2   1   2   3.3e-27   3.2e-24   84.7   2.2     2    85    11    94    10    96 0.96 Vps51/Vps67
Vps51                PF08700.10    87 g15484.t1            -            903   3.5e-25   87.8   5.2   2   2      0.21   2.1e+02    2.0   0.1    21    46   408   433   396   434 0.88 Vps51/Vps67
Sec5                 PF15469.5    189 g15484.t1            -            903   2.7e-18   66.3   4.0   1   2   2.7e-21   2.7e-18   66.3   4.0     2   175    49   208    48   217 0.94 Exocyst complex component Sec5
Sec5                 PF15469.5    189 g15484.t1            -            903   2.7e-18   66.3   4.0   2   2       7.3   7.2e+03   -3.5   0.0    17    41   370   394   365   420 0.68 Exocyst complex component Sec5
Vps54_N              PF10475.8    291 g15484.t1            -            903   3.9e-10   39.4   6.9   1   3     4e-13   3.9e-10   39.4   6.9    12   188    14   188    11   197 0.91 Vacuolar-sorting protein 54, of GARP complex
Vps54_N              PF10475.8    291 g15484.t1            -            903   3.9e-10   39.4   6.9   2   3       1.7   1.7e+03   -2.1   0.1   108   152   315   365   294   396 0.62 Vacuolar-sorting protein 54, of GARP complex
Vps54_N              PF10475.8    291 g15484.t1            -            903   3.9e-10   39.4   6.9   3   3       2.5   2.5e+03   -2.6   0.0    36   179   403   424   375   434 0.60 Vacuolar-sorting protein 54, of GARP complex
Dor1                 PF04124.11   338 g15484.t1            -            903   4.5e-10   38.6  10.7   1   1   8.5e-13   8.4e-10   37.8  10.7    12   177    33   202    23   238 0.88 Dor1-like family
COG2                 PF06148.10   133 g15484.t1            -            903   8.9e-07   29.0   3.6   1   2   1.2e-09   1.1e-06   28.6   0.8    11   120    13   125     6   138 0.78 COG (conserved oligomeric Golgi) complex component, COG2
COG2                 PF06148.10   133 g15484.t1            -            903   8.9e-07   29.0   3.6   2   2       6.8   6.7e+03   -3.0   0.1    81   108   573   600   567   612 0.66 COG (conserved oligomeric Golgi) complex component, COG2
Vps53_N              PF04100.11   380 g15484.t1            -            903   3.1e-05   23.0   5.6   1   1   7.7e-08   7.6e-05   21.7   5.6    11   177    22   188    13   210 0.85 Vps53-like, N-terminal
COG5                 PF10392.8    132 g15484.t1            -            903   0.00011   22.2   1.9   1   2   1.2e-07   0.00011   22.2   1.9     6   132    13   134     9   134 0.91 Golgi transport complex subunit 5
COG5                 PF10392.8    132 g15484.t1            -            903   0.00011   22.2   1.9   2   2       6.2   6.1e+03   -2.8   0.1    95   123   156   184   154   199 0.74 Golgi transport complex subunit 5
DUF4366              PF14283.5    146 g15484.t1            -            903    0.0058   16.6   0.2   1   1   1.6e-05     0.015   15.2   0.2    94   144   771   832   741   834 0.46 Domain of unknown function (DUF4366)
CENP-F_leu_zip       PF10473.8    140 g15484.t1            -            903     0.022   14.7   3.9   1   1   7.1e-05      0.07   13.1   3.9    18   109    36   124    22   130 0.84 Leucine-rich repeats of kinetochore protein Cenp-F/LEK1
MGC-24               PF05283.10   140 g15484.t1            -            903      0.18   12.1   8.1   1   1   0.00077      0.75   10.1   8.1    54   123   749   817   705   831 0.62 Multi-glycosylated core protein 24 (MGC-24), sialomucin
Sec8_exocyst         PF04048.13   142 g15484.t1            -            903      0.23   11.3   5.6   1   2   0.00025      0.24   11.2   3.1    43   140    38   135    33   137 0.94 Sec8 exocyst complex component specific domain
Sec8_exocyst         PF04048.13   142 g15484.t1            -            903      0.23   11.3   5.6   2   2         3     3e+03   -2.1   0.0    41    79   162   200   154   210 0.67 Sec8 exocyst complex component specific domain
TF_AP-2              PF03299.13   196 g15484.t1            -            903      0.54   10.1   9.1   1   3   0.00016      0.16   11.9   1.4    86   163    43   120    26   127 0.87 Transcription factor AP-2
TF_AP-2              PF03299.13   196 g15484.t1            -            903      0.54   10.1   9.1   2   3      0.62   6.1e+02    0.1   0.1   125   172   159   207   136   209 0.57 Transcription factor AP-2
TF_AP-2              PF03299.13   196 g15484.t1            -            903      0.54   10.1   9.1   3   3      0.54   5.3e+02    0.4   0.2    52   117   537   604   527   624 0.71 Transcription factor AP-2
Resolvase            PF00239.20   146 g15484.t1            -            903      0.96    9.5   5.5   1   2         9   8.9e+03   -3.4   0.2   109   129    64    84    38    98 0.56 Resolvase, N terminal domain
Resolvase            PF00239.20   146 g15484.t1            -            903      0.96    9.5   5.5   2   2   0.00025      0.25   11.3   1.2    19   130   288   388   282   397 0.72 Resolvase, N terminal domain
BLOC1_2              PF10046.8     96 g15484.t1            -            903       2.1    8.6   7.7   1   3    0.0014       1.3    9.3   3.0    11    75    34   101    28   104 0.68 Biogenesis of lysosome-related organelles complex-1 subunit 2
BLOC1_2              PF10046.8     96 g15484.t1            -            903       2.1    8.6   7.7   2   3       2.4   2.4e+03   -1.2   0.0    78    92   330   344   293   346 0.80 Biogenesis of lysosome-related organelles complex-1 subunit 2
BLOC1_2              PF10046.8     96 g15484.t1            -            903       2.1    8.6   7.7   3   3       8.4   8.3e+03   -2.9   0.1    27    52   864   889   860   899 0.69 Biogenesis of lysosome-related organelles complex-1 subunit 2
DUF948               PF06103.10    89 g15484.t1            -            903       2.4    8.4   5.0   1   4    0.0077       7.6    6.8   0.4    30    71    64   101    38   105 0.63 Bacterial protein of unknown function (DUF948)
DUF948               PF06103.10    89 g15484.t1            -            903       2.4    8.4   5.0   2   4     0.007       6.9    6.9   0.2    30    72    64   102    53   120 0.80 Bacterial protein of unknown function (DUF948)
DUF948               PF06103.10    89 g15484.t1            -            903       2.4    8.4   5.0   3   4      0.57   5.6e+02    0.8   0.0    35    67   375   406   366   425 0.83 Bacterial protein of unknown function (DUF948)
DUF948               PF06103.10    89 g15484.t1            -            903       2.4    8.4   5.0   4   4       5.2   5.1e+03   -2.3   0.1    24    46   573   595   566   600 0.54 Bacterial protein of unknown function (DUF948)
Lin-8                PF03353.14   306 g15484.t1            -            903       2.7    7.4   8.1   1   2    0.0047       4.6    6.6   1.1   177   246    36   105    16   125 0.79 Ras-mediated vulval-induction antagonist
Lin-8                PF03353.14   306 g15484.t1            -            903       2.7    7.4   8.1   2   2     0.028        28    4.1   0.9   193   252   713   799   690   804 0.74 Ras-mediated vulval-induction antagonist
Mucin                PF01456.16   143 g15484.t1            -            903       5.2    7.0  25.8   1   2      0.56   5.5e+02    0.4   0.0    84   116    88   120    58   124 0.81 Mucin-like glycoprotein
Mucin                PF01456.16   143 g15484.t1            -            903       5.2    7.0  25.8   2   2      0.03        30    4.5  24.5    26    92   735   801   720   809 0.67 Mucin-like glycoprotein
Calsarcin            PF05556.10   242 g16318.t1            -            264     0.071   12.5  13.5   1   6    0.0034        58    2.9   0.3   160   178     2    20     1    23 0.80 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16318.t1            -            264     0.071   12.5  13.5   2   6    0.0021        35    3.6   0.6   159   178    21    40    17    45 0.78 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16318.t1            -            264     0.071   12.5  13.5   3   6   0.00082        14    5.0   0.6   158   174    40    56    26    64 0.55 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16318.t1            -            264     0.071   12.5  13.5   4   6    0.0014        23    4.3   0.3   160   178    52    70    47    78 0.70 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16318.t1            -            264     0.071   12.5  13.5   5   6   0.00082        14    5.0   0.4   158   174    70    86    57    92 0.53 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16318.t1            -            264     0.071   12.5  13.5   6   6   0.00088        15    4.9   0.1   159   180    81   102    77   117 0.76 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16368.t1            -            244      0.13   11.7   9.5   1   5     0.003        50    3.1   0.2   160   178     2    20     1    23 0.80 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16368.t1            -            244      0.13   11.7   9.5   2   5   0.00099        17    4.7   0.7   158   174    20    36     8    42 0.54 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16368.t1            -            244      0.13   11.7   9.5   3   5   0.00094        16    4.8   1.0   163   178    35    50    24    62 0.55 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16368.t1            -            244      0.13   11.7   9.5   4   5    0.0014        24    4.2   0.1   159   178    51    70    46    72 0.78 Calcineurin-binding protein (Calsarcin)
Calsarcin            PF05556.10   242 g16368.t1            -            244      0.13   11.7   9.5   5   5    0.0008        13    5.0   0.1   159   180    61    82    57    97 0.76 Calcineurin-binding protein (Calsarcin)
Glyco_hydro_31       PF01055.25   435 g2203.t1             -            845   3.5e-42  145.0   1.2   1   1   8.6e-46   7.2e-42  144.0   1.2    39   421   440   834   428   844 0.77 Glycosyl hydrolases family 31
Roc                  PF08477.12   120 g2203.t1             -            845     0.098   12.8   0.2   1   2   3.9e-05      0.32   11.1   0.0    51   105    20    76     7    84 0.79 Ras of Complex, Roc, domain of DAPkinase
Roc                  PF08477.12   120 g2203.t1             -            845     0.098   12.8   0.2   2   2      0.81   6.8e+03   -2.8   0.0    10    40   367   397   365   408 0.72 Ras of Complex, Roc, domain of DAPkinase
EF-hand_7            PF13499.5     71 g3428.t1             -            171   1.1e-14   54.5   1.1   1   2   3.5e-09   7.4e-06   26.3   0.3     2    51    27    70    26    73 0.90 EF-hand domain pair
EF-hand_7            PF13499.5     71 g3428.t1             -            171   1.1e-14   54.5   1.1   2   2   1.9e-09     4e-06   27.1   0.0     3    51    97   139    95   158 0.85 EF-hand domain pair
EF-hand_1            PF00036.31    29 g3428.t1             -            171   3.1e-14   51.3   2.8   1   4   1.3e-09   2.7e-06   26.4   1.7     1    28    28    55    28    56 0.93 EF hand
EF-hand_1            PF00036.31    29 g3428.t1             -            171   3.1e-14   51.3   2.8   2   4   1.9e-07   0.00039   19.7   0.0     3    27    99   123    97   125 0.91 EF hand
EF-hand_1            PF00036.31    29 g3428.t1             -            171   3.1e-14   51.3   2.8   3   4      0.27   5.7e+02    0.4   0.0    16    27   128   139   127   141 0.86 EF hand
EF-hand_1            PF00036.31    29 g3428.t1             -            171   3.1e-14   51.3   2.8   4   4      0.56   1.2e+03   -0.6   0.0    14    28   145   159   144   160 0.86 EF hand
EF-hand_6            PF13405.5     31 g3428.t1             -            171   3.7e-14   51.3   6.5   1   3     6e-10   1.3e-06   27.8   1.0     1    31    28    57    28    57 0.92 EF-hand domain
EF-hand_6            PF13405.5     31 g3428.t1             -            171   3.7e-14   51.3   6.5   2   3   1.9e-08     4e-05   23.1   0.1     4    27   100   123    97   127 0.90 EF-hand domain
EF-hand_6            PF13405.5     31 g3428.t1             -            171   3.7e-14   51.3   6.5   3   3      0.12   2.6e+02    1.9   0.0    16    27   128   139   126   160 0.88 EF-hand domain
EF-hand_5            PF13202.5     25 g3428.t1             -            171   1.4e-06   27.5   2.7   1   2   3.2e-07   0.00067   19.0   1.3     2    22    30    50    29    54 0.88 EF hand
EF-hand_5            PF13202.5     25 g3428.t1             -            171   1.4e-06   27.5   2.7   2   2    0.0018       3.7    7.2   0.0     3    18   101   115    99   122 0.81 EF hand
EF-hand_8            PF13833.5     54 g3428.t1             -            171   1.6e-05   24.5   2.6   1   4    0.0012       2.5    7.9   0.2    25    47    27    49    27    51 0.86 EF-hand domain pair
EF-hand_8            PF13833.5     54 g3428.t1             -            171   1.6e-05   24.5   2.6   2   4   8.2e-06     0.017   14.8   0.3     2    33    41    71    40    88 0.89 EF-hand domain pair
EF-hand_8            PF13833.5     54 g3428.t1             -            171   1.6e-05   24.5   2.6   3   4    0.0045       9.5    6.0   0.1    24    45    94   116    75   124 0.78 EF-hand domain pair
EF-hand_8            PF13833.5     54 g3428.t1             -            171   1.6e-05   24.5   2.6   4   4      0.29   6.1e+02    0.2   0.0     3    28   127   149   126   154 0.78 EF-hand domain pair
UPF0154              PF03672.12    60 g3428.t1             -            171   0.00016   21.5   0.0   1   2   0.00022      0.47   10.4   0.0    30    56    44    70    32    73 0.86 Uncharacterised protein family (UPF0154)
UPF0154              PF03672.12    60 g3428.t1             -            171   0.00016   21.5   0.0   2   2   0.00073       1.5    8.8   0.0    30    56   113   139    96   141 0.88 Uncharacterised protein family (UPF0154)
SurA_N_2             PF13623.5    145 g3428.t1             -            171     0.002   17.9   0.7   1   2   7.9e-05      0.17   11.7   0.3    59   122     9    74     4   122 0.84 SurA N-terminal domain
SurA_N_2             PF13623.5    145 g3428.t1             -            171     0.002   17.9   0.7   2   2     0.012        24    4.7   0.0    96   135   115   147   110   157 0.77 SurA N-terminal domain
EF-hand_9            PF14658.5     66 g3428.t1             -            171      0.01   16.1   0.0   1   2      0.01        21    5.4   0.0     3    43    32    71    30    79 0.89 EF-hand domain
EF-hand_9            PF14658.5     66 g3428.t1             -            171      0.01   16.1   0.0   2   2   0.00096         2    8.7   0.0     3    36   101   133    99   158 0.85 EF-hand domain
Astacin              PF01400.23   191 g3679.t1             -            285   1.4e-31  109.6   0.0   1   2   1.5e-13   2.5e-09   36.9   0.0     2    68    72   138    71   145 0.94 Astacin (Peptidase family M12A)
Astacin              PF01400.23   191 g3679.t1             -            285   1.4e-31  109.6   0.0   2   2   6.1e-24     1e-19   70.8   0.0    67   190   156   279   149   280 0.91 Astacin (Peptidase family M12A)
Trypsin              PF00089.25   221 g4970.t1             -            901   1.3e-21   77.3   2.3   1   2       1.1     3e+03   -2.3   1.4   160   188   415   438   400   440 0.77 Trypsin
Trypsin              PF00089.25   221 g4970.t1             -            901   1.3e-21   77.3   2.3   2   2   5.7e-25   1.6e-21   77.1   0.0     7   221   648   889   645   889 0.88 Trypsin
Ldl_recept_a         PF00057.17    37 g4970.t1             -            901   1.5e-15   57.0  62.6   1   5   4.1e-07    0.0011   19.0   9.2     5    37   318   352   313   352 0.88 Low-density lipoprotein receptor domain class A
Ldl_recept_a         PF00057.17    37 g4970.t1             -            901   1.5e-15   57.0  62.6   2   5   3.1e-09   8.6e-06   25.8   3.2    15    37   378   400   355   400 0.85 Low-density lipoprotein receptor domain class A
Ldl_recept_a         PF00057.17    37 g4970.t1             -            901   1.5e-15   57.0  62.6   3   5     0.066   1.8e+02    2.3   8.9     2    37   401   437   401   437 0.86 Low-density lipoprotein receptor domain class A
Ldl_recept_a         PF00057.17    37 g4970.t1             -            901   1.5e-15   57.0  62.6   4   5    0.0069        19    5.5   0.4     9    37   436   464   432   464 0.87 Low-density lipoprotein receptor domain class A
Ldl_recept_a         PF00057.17    37 g4970.t1             -            901   1.5e-15   57.0  62.6   5   5   8.4e-09   2.3e-05   24.4  13.6     2    37   467   505   466   505 0.91 Low-density lipoprotein receptor domain class A
zf-CCHC              PF00098.22    18 g4970.t1             -            901   5.6e-14   51.4  28.4   1   4   7.4e-11   2.1e-07   30.6   3.6     1    18    10    27    10    27 0.93 Zinc knuckle
zf-CCHC              PF00098.22    18 g4970.t1             -            901   5.6e-14   51.4  28.4   2   4   3.7e-11     1e-07   31.6   2.9     2    18    40    56    39    56 0.93 Zinc knuckle
zf-CCHC              PF00098.22    18 g4970.t1             -            901   5.6e-14   51.4  28.4   3   4     0.021        59    3.9   1.6     1     8    95   102    95   103 0.85 Zinc knuckle
zf-CCHC              PF00098.22    18 g4970.t1             -            901   5.6e-14   51.4  28.4   4   4       2.6   7.1e+03   -2.7   0.2     4     8   321   325   321   326 0.85 Zinc knuckle
SRCR_2               PF15494.5     98 g4970.t1             -            901   3.5e-05   24.2   0.3   1   2   1.7e-07   0.00048   20.5   0.0    27    93   556   623   549   629 0.91 Scavenger receptor cysteine-rich domain
SRCR_2               PF15494.5     98 g4970.t1             -            901   3.5e-05   24.2   0.3   2   2      0.42   1.2e+03    0.0   0.1     4    20   655   671   653   673 0.92 Scavenger receptor cysteine-rich domain
zf-CCHC_3            PF13917.5     41 g4970.t1             -            901   0.00065   19.5  14.3   1   3   4.3e-06     0.012   15.5   2.4     4    27     9    30     7    32 0.87 Zinc knuckle
zf-CCHC_3            PF13917.5     41 g4970.t1             -            901   0.00065   19.5  14.3   2   3   5.2e-05      0.14   12.0   0.3     3    25    37    59    35    69 0.76 Zinc knuckle
zf-CCHC_3            PF13917.5     41 g4970.t1             -            901   0.00065   19.5  14.3   3   3       2.4   6.6e+03   -2.9   0.4    18    34    98   115    94   117 0.63 Zinc knuckle
zf-CCHC_5            PF14787.5     36 g4970.t1             -            901      0.13   11.9   7.8   1   2    0.0034       9.4    5.9   0.6     5    18    12    25     9    28 0.93 GAG-polyprotein viral zinc-finger
zf-CCHC_5            PF14787.5     36 g4970.t1             -            901      0.13   11.9   7.8   2   2    0.0006       1.7    8.3   1.4     5    19    41    55    38    57 0.92 GAG-polyprotein viral zinc-finger
Toxin_TOLIP          PF00087.20    67 g5237.t1             -            228      0.22   11.7   0.1   1   3      0.16   2.7e+03   -1.4   0.1    34    64    52    82    46    84 0.58 Snake toxin and toxin-like protein
Toxin_TOLIP          PF00087.20    67 g5237.t1             -            228      0.22   11.7   0.1   2   3   1.3e-05      0.22   11.7   0.1    15    43   103   131    95   153 0.88 Snake toxin and toxin-like protein
Toxin_TOLIP          PF00087.20    67 g5237.t1             -            228      0.22   11.7   0.1   3   3      0.44   7.3e+03   -2.8   0.4    60    67   180   187   171   187 0.75 Snake toxin and toxin-like protein
CBM_14               PF01607.23    53 g5467.t1             -            145     1e-11   44.7   5.0   1   1   1.9e-15   1.6e-11   44.1   5.0     5    53    59   108    54   108 0.95 Chitin binding Peritrophin-A domain
JSRP                 PF15312.5     62 g5467.t1             -            145     0.034   14.1   0.0   1   1   6.5e-06     0.054   13.4   0.0    12    54     2    47     1    53 0.80 Junctional sarcoplasmic reticulum protein
CBM_14               PF01607.23    53 g5502.t1             -            244   3.1e-11   43.2   5.3   1   1   2.9e-15   4.8e-11   42.6   5.3     4    53    81   131    77   131 0.95 Chitin binding Peritrophin-A domain
CBM_14               PF01607.23    53 g5503.t1             -            215   1.6e-10   40.9   5.2   1   1   1.5e-14   2.5e-10   40.3   5.2     4    53    81   131    77   131 0.95 Chitin binding Peritrophin-A domain
MARVEL               PF01284.22   144 g5510.t1             -            208   7.7e-10   38.9   5.1   1   1   7.2e-13     2e-09   37.5   5.1     4   143    39   196    36   197 0.83 Membrane-associating domain
